id,name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365
20835314,My studio,149475464,Brooklyn,Williamsburg,40.70732,-73.94385,Entire home/apt,90,2,13,0.59,6
20844580,"Pretty 1 bedroom apt, Williamsburg/ Females only",35474485,Brooklyn,Williamsburg,40.7069,-73.95372,Private room,55,5,61,2.84,53
20873362,Williamsburg Bedroom in a Beautiful  Home,5278391,Brooklyn,Williamsburg,40.71706,-73.94091,Private room,60,2,3,0.34,1
20874350,"Söderläge - 3 bedrooms in Williamsburg, Brooklyn",13262918,Brooklyn,Williamsburg,40.71075,-73.9564,Entire home/apt,225,2,124,5.71,106
20881488,Urban Bungalow Loft in Heart of Williamsburg!,598896,Brooklyn,Williamsburg,40.71992,-73.96029,Entire home/apt,250,2,3,0.14,184
20898536,Bright W.burg 2 bedroom with Giant Private Garden,3002665,Brooklyn,Williamsburg,40.71459,-73.94485,Entire home/apt,200,1,17,0.77,87
20900400,Amazing loft 1200 sqft in the best of Williamsburg,3273275,Brooklyn,Williamsburg,40.71967,-73.96001,Entire home/apt,155,2,6,0.27,4
20914216,2 bedroom Modern Apt. in Prime Williamsburg,85722766,Brooklyn,Williamsburg,40.71317,-73.94518,Entire home/apt,90,2,5,0.23,157
20917909,"Huge Room, Access to Garden,Prime Williamsburg",118226205,Brooklyn,Williamsburg,40.71732,-73.94027,Private room,85,3,15,0.7,19
20970588,"Best Artist's fun loft in Williamsburg, mins 2 NYC",27070796,Brooklyn,Williamsburg,40.71416,-73.95357,Entire home/apt,139,2,7,0.33,37
20982564,Söderläge - Spacious full bedroom in Williamsburg,13262918,Brooklyn,Williamsburg,40.70982,-73.95602,Private room,99,1,15,0.69,12
20990053,Beautiful place in Brooklyn! #2,151084261,Brooklyn,Williamsburg,40.71772,-73.95059,Private room,79,999,24,1.12,249
20990607,Brooklyn NYC! #3,151084261,Brooklyn,Williamsburg,40.71835,-73.94999,Private room,79,30,15,0.69,333
20990770,Amazing room #1,151084261,Brooklyn,Williamsburg,40.71732,-73.95048,Private room,54,30,22,1.01,276
21027995,Spacious Private room 10 minutes to Manhattan,82349344,Brooklyn,Williamsburg,40.70911,-73.95288,Private room,76,2,79,4.56,349
21044970,Best location in Williamsburg! Spacious and quite.,48988714,Brooklyn,Williamsburg,40.71209,-73.9571,Entire home/apt,349,1,2,0.14,105
21108399,Beautiful Bright Studio in Williamsburg,5867412,Brooklyn,Williamsburg,40.71328,-73.9633,Entire home/apt,158,30,8,0.42,283
21111912,Easy Stay in Williamsburg Brooklyn,8519823,Brooklyn,Williamsburg,40.70822,-73.95921,Entire home/apt,350,30,5,0.24,166
21224447,Designer Studio /1Br  in Williamsburg with Views,108160091,Brooklyn,Williamsburg,40.71191,-73.95988,Entire home/apt,198,30,9,0.44,298
21230883,Private Room in Bushwick Apartment,17330515,Brooklyn,Williamsburg,40.70796,-73.92412,Private room,78,2,3,1.55,73
21240760,"Bright, private room in the HEART of Williamburg",7714461,Brooklyn,Williamsburg,40.71321,-73.95073,Private room,75,25,3,0.16,161
21288895,The Loft,23722110,Brooklyn,Williamsburg,40.71386,-73.9634,Entire home/apt,350,7,29,1.45,284
21291783,Café DuChill — now supporting ASPCA,50455642,Brooklyn,Williamsburg,40.71528,-73.95365,Private room,55,2,135,6.62,30
21298561,4 Bdrm Loft in East Williamsburg with Projector!,130667097,Brooklyn,Williamsburg,40.70529,-73.9331,Entire home/apt,300,1,1,0.26,347
21311240,Amazing Location! Apartment in South Williamsburg,154239561,Brooklyn,Williamsburg,40.71198,-73.95787,Entire home/apt,200,2,45,2.16,268
21331808,Surfers Paradise - 170 Frost,536745,Brooklyn,Williamsburg,40.71684,-73.94366,Private room,90,2,5,0.24,310
21332370,Artists's loft in Williamsburg mins subway to NYC,150970705,Brooklyn,Williamsburg,40.71428,-73.95421,Entire home/apt,140,2,11,0.55,214
21346494,LARGE DUPLEX-3BR/3BA Williamsburg Townhouse+GARDEN,154506785,Brooklyn,Williamsburg,40.71789,-73.9579,Entire home/apt,345,1,75,3.64,243
21354957,NEW Large BEAUTIFUL STUDIO -  Williamsburg!,154506785,Brooklyn,Williamsburg,40.7176,-73.95927,Entire home/apt,148,1,72,3.63,272
21357424,Lush 2BR in Stylish Brooklyn Williamsburg,111969257,Brooklyn,Williamsburg,40.71608,-73.94557,Private room,200,5,23,1.18,42
21364301,Wonderful Private Room with Spacious Outdoor Patio,103850896,Brooklyn,Williamsburg,40.71817,-73.94289,Private room,65,2,24,1.18,53
21370008,Private Comfy Town Home in Heart of Williamsburg,10545382,Brooklyn,Williamsburg,40.71561,-73.96307,Private room,129,1,66,3.32,84
21393826,Interior Designer's spacious Williamsburg retreat,46716542,Brooklyn,Williamsburg,40.70579,-73.94277,Private room,128,1,1,0.05,144
21437509,Peaceful Artist's Room in Williamsburg,13081524,Brooklyn,Williamsburg,40.71226,-73.93949,Private room,60,2,48,2.3,13
21460319,A Peaceful Nest in Williamsburg,3249409,Brooklyn,Williamsburg,40.71072,-73.96498,Entire home/apt,150,4,45,2.18,13
21490120,Trendy and Comfortable Brooklyn Abode,18218495,Brooklyn,Williamsburg,40.71227,-73.93618,Private room,58,2,11,0.73,88
21504803,Modern Industrial Williamsburg 1br Apt on Bedford,156249849,Brooklyn,Williamsburg,40.71873,-73.95535,Entire home/apt,80,2,18,0.88,12
21524489,Amazing Location! Apartment in South Williamsburg,154239561,Brooklyn,Williamsburg,40.71152,-73.95787,Private room,75,2,6,0.3,307
21524675,Entire floor in Brooklyn Townhouse w/large patio,134516,Brooklyn,Williamsburg,40.71341,-73.96556,Entire home/apt,165,3,32,1.63,10
21527378,Williamsburg 1 Bedroom Apartment - 2L,156436372,Brooklyn,Williamsburg,40.71549,-73.94973,Entire home/apt,100,30,2,0.15,332
21527655,1 Bedroom apt in the heart of Williamsburg - 2R,156436372,Brooklyn,Williamsburg,40.7163,-73.95087,Entire home/apt,100,30,4,0.2,323
21549636,AMAZING PRE-WAR 2 BR APT IN WILLIAMSBURG,605589,Brooklyn,Williamsburg,40.71547,-73.94346,Entire home/apt,150,10,1,0.73,160
21550242,ENTIRE Apt in Williamsburg < 1 block to L train,1913749,Brooklyn,Williamsburg,40.71259,-73.94189,Entire home/apt,125,4,11,0.55,11
21559636,QUEEN ROOM IN 1500 SQ FT WBURG BALLROOM APT,2212344,Brooklyn,Williamsburg,40.712,-73.95766,Private room,90,4,11,0.55,117
21588805,Sun Drenched Williamsburg 1 BR | Prime Location,37880566,Brooklyn,Williamsburg,40.71209,-73.9634,Entire home/apt,107,4,17,0.85,9
21589992,Bushwick Oasis,3309100,Brooklyn,Williamsburg,40.70443,-73.93039,Private room,65,2,71,3.65,249
21591942,Spacious & Stylish 3BR Condo Steps to the Subway!,102758330,Brooklyn,Williamsburg,40.71432,-73.9497,Entire home/apt,358,3,57,2.89,182
21592051,Sunny Penthouse by Waterfront Park and Subway!!,69205338,Brooklyn,Williamsburg,40.71829,-73.95926,Entire home/apt,219,2,64,3.48,257
21593919,Renovated 1 Bedroom Apartment in Williamsburg - 3R,156436372,Brooklyn,Williamsburg,40.7151,-73.95129,Entire home/apt,100,30,6,0.31,233
21595950,Private Room Loft w/Outdoor Patio in Williamsburg,40991179,Brooklyn,Williamsburg,40.72174,-73.95807,Private room,125,3,1,0.05,2
21664702,Room with charming private rooftop in Williamsburg,89337192,Brooklyn,Williamsburg,40.71035,-73.94774,Private room,95,3,43,2.54,59
21667733,A room with a view,28369674,Brooklyn,Williamsburg,40.70551,-73.93454,Private room,67,3,33,1.66,127
21678477,Trendy Williamsburg House with Private Studio,39472888,Brooklyn,Williamsburg,40.71369,-73.93669,Private room,100,5,41,2.11,125
21680639,Cool & Cosy apt in best part of Williamsburg!,15105524,Brooklyn,Williamsburg,40.71522,-73.96313,Entire home/apt,200,3,2,0.11,15
21688734,Room located in the heart of Williamsburg,3282906,Brooklyn,Williamsburg,40.71359,-73.96553,Private room,80,1,5,0.25,17
21701158,Bright Room with a Private Balcony in Williamsburg,28831479,Brooklyn,Williamsburg,40.70622,-73.9495,Private room,95,2,4,0.36,28
21707614,Spacious Williamsburg Artist's Duplex,145021,Brooklyn,Williamsburg,40.71509,-73.96342,Entire home/apt,150,2,6,0.42,13
21715655,Studio Flat in Williamsburg  Ny  2/4 Guest,86077156,Brooklyn,Williamsburg,40.70887,-73.95591,Entire home/apt,125,2,71,3.92,83
21715749,Cozy Williamsburg Room on the Rooftop,25601048,Brooklyn,Williamsburg,40.71262,-73.94815,Private room,100,4,4,0.39,107
21721836,"Huge Luxury 1BR, Massive Roof Deck Manhattan View",13546922,Brooklyn,Williamsburg,40.7123,-73.95228,Entire home/apt,249,3,14,0.71,17
21726826,Prime Williamsburg. Bright  room steps from train,66835858,Brooklyn,Williamsburg,40.71504,-73.95394,Private room,60,3,30,1.53,42
21728670,Private 1BR w/ Full-sized Bed. Great Location!,158222655,Brooklyn,Williamsburg,40.71901,-73.9571,Private room,100,1,69,3.55,85
21734761,Spacious & Homey Williamsburg 1BR Apartment,3312235,Brooklyn,Williamsburg,40.71353,-73.96442,Entire home/apt,220,5,10,0.5,349
21738084,"Cozy and Relaxing, An East Williamsburg Getaway",125697192,Brooklyn,Williamsburg,40.71417,-73.93767,Private room,60,2,75,3.78,23
21745018,AMAZING 2 BEDROOM private apt in Williamsburg,158399244,Brooklyn,Williamsburg,40.70992,-73.95064,Entire home/apt,175,1,92,4.85,138
21747137,"Private Room & Bath - Modern Bldg, S. W'Burg, BK",4952512,Brooklyn,Williamsburg,40.70719,-73.95412,Private room,140,1,12,0.85,156
21762095,Brand New 1 Bdrm Apt in Williamsburg Brooklyn - 3L,156436372,Brooklyn,Williamsburg,40.71501,-73.95125,Entire home/apt,100,30,6,0.44,333
21797820,"Loft w/ brick&beam, deep soak tub, rainfall shower",465290,Brooklyn,Williamsburg,40.71989,-73.95837,Entire home/apt,350,175,5,0.26,362
21850082,Amazing Quite & Cozy Room with Private Backyard!,159362106,Brooklyn,Williamsburg,40.71345,-73.95938,Private room,61,1,25,1.27,7
21857734,Williamsburg Private Room in 4 BR Apt off L train,20346657,Brooklyn,Williamsburg,40.70941,-73.93862,Private room,42,7,4,0.22,53
21859466,Luxurious sunny loft in the heart of Williamsburg,11844979,Brooklyn,Williamsburg,40.71769,-73.96339,Entire home/apt,300,3,20,1.04,318
21864747,Affordable & Sunny Bungalow in Prime Williamsburg,57291936,Brooklyn,Williamsburg,40.71568,-73.94415,Private room,70,2,16,0.85,3
21896537,Private Williamsburg apartment,50072658,Brooklyn,Williamsburg,40.71211,-73.94058,Entire home/apt,79,1,168,8.57,153
21897775,~House of Rest~Private Entrance in Bushwick BK,427019,Brooklyn,Williamsburg,40.70591,-73.92916,Private room,66,2,48,2.6,5
21923390,"Charming 1 bedroom apartment, Williamsburg BK",898412,Brooklyn,Williamsburg,40.70889,-73.94357,Entire home/apt,85,60,6,0.32,125
21934202,Sunny and Spacious Bedroom w/ Private Bathroom,16855791,Brooklyn,Williamsburg,40.7023,-73.9419,Private room,65,3,47,2.47,238
21946495,Havemeyer mini Duplex in central Williamsburg,160194786,Brooklyn,Williamsburg,40.71515,-73.95231,Entire home/apt,160,2,59,3.28,81
21966390,Designer Condo with Lofted Mezzanine,13284271,Brooklyn,Williamsburg,40.7134,-73.94833,Entire home/apt,350,2,14,0.76,353
21976874,Luxury Williamsburg 2-Story Apartment w/ Patio,3052833,Brooklyn,Williamsburg,40.71622,-73.94462,Entire home/apt,350,2,22,1.15,132
21980586,Quiet and Sunny Williamsburg One Bedroom!,51765609,Brooklyn,Williamsburg,40.71015,-73.94672,Entire home/apt,100,90,1,1.0,3
21993629,Williamsburg Apartment with Private Backyard,1974292,Brooklyn,Williamsburg,40.71382,-73.94385,Entire home/apt,199,2,19,1.03,297
22016473,Big and bright STUDIO in E Williamsburg,29395562,Brooklyn,Williamsburg,40.71222,-73.93983,Private room,85,3,58,3.14,5
22026647,Duplex cozy Brooklyn,34216298,Brooklyn,Williamsburg,40.7113,-73.9573,Entire home/apt,150,1,16,1.17,334
22066430,Chic Williamsburg Mid-Century Apartment,20604809,Brooklyn,Williamsburg,40.71305,-73.95995,Entire home/apt,148,2,11,0.58,64
22075971,Bright and Sunny Room in Williamsburg,20827165,Brooklyn,Williamsburg,40.71684,-73.9451,Private room,57,2,27,2.89,80
22088301,Williamsburg 3-Bed Townhouse w/ Garden by L Train,2496299,Brooklyn,Williamsburg,40.71159,-73.94514,Entire home/apt,129,5,19,1.03,295
22120433,Spacious studio in Williamsburg with back patio!,5610754,Brooklyn,Williamsburg,40.70778,-73.94411,Entire home/apt,150,7,14,0.83,128
22142575,Spacious sunny one bedroom apartment with balcony,1776666,Brooklyn,Williamsburg,40.71106,-73.94884,Entire home/apt,160,5,15,0.97,83
22161352,Comfy & quiet 1 BR - East Williamsburg,6484703,Brooklyn,Williamsburg,40.7077,-73.94029,Entire home/apt,90,4,11,0.59,3
22184960,Experience Zen Williamsburg Life,12454759,Brooklyn,Williamsburg,40.7091,-73.96032,Private room,99,1,47,2.47,155
22187284,Beautiful Modern Rustic Williamsburg Loft,802971,Brooklyn,Williamsburg,40.71463,-73.9583,Entire home/apt,120,6,3,0.25,1
22194582,East Williamsburg’s Spacious Sun-drenched Apt.,8094921,Brooklyn,Williamsburg,40.70767,-73.943,Entire home/apt,320,1,78,4.16,312
22195324,"Private Floor (3 Bedrooms, 6 Beds) E. Williamsburg",4396760,Brooklyn,Williamsburg,40.71436,-73.93812,Entire home/apt,189,2,21,1.14,70
22225555,Sunny Williamsburg Style in Prime Location ❤️,9416996,Brooklyn,Williamsburg,40.71672,-73.95819,Entire home/apt,220,2,95,5.02,67
22229473,"Duplex in Williamsburg with Terrace, 4 Bed 2 Bath",162432541,Brooklyn,Williamsburg,40.71053,-73.96261,Entire home/apt,300,2,14,2.27,279
22229793,Quiet cozy room in Williamsburg,6111084,Brooklyn,Williamsburg,40.7063,-73.94439,Private room,59,2,42,2.23,14
22231453,•HEART OF WILLIAMSBURG APARTMENT COZY&PRIVATE•,128793815,Brooklyn,Williamsburg,40.71917,-73.96079,Private room,55,2,68,3.67,279
22231557,•COZY APARTMENT 5 MINS TO MANHATTAN•,128793815,Brooklyn,Williamsburg,40.72092,-73.96122,Private room,65,2,31,1.68,282
22251910,Williamsburg Penthouse with 3 Private Terraces!,83091890,Brooklyn,Williamsburg,40.71815,-73.94189,Entire home/apt,190,2,46,2.97,239
22276602,Loft in Brooklyn,128560208,Brooklyn,Williamsburg,40.70429,-73.936,Private room,150,5,3,0.32,179
22291811,Charming flat with Williamsburg view,162923870,Brooklyn,Williamsburg,40.71967,-73.9643,Entire home/apt,149,9,13,0.86,29
22292535,Söderläge - Spacious Queen bedroom in Williamsburg,13262918,Brooklyn,Williamsburg,40.71153,-73.95743,Private room,85,1,13,0.73,11
22304458,Loft w/Private Rooftop. Spectacular NYC Views,2435822,Brooklyn,Williamsburg,40.70781,-73.94479,Entire home/apt,225,2,57,3.08,59
22323325,Cozy One-Bedroom In Heart of Williamsburg,30466311,Brooklyn,Williamsburg,40.71787,-73.9587,Entire home/apt,125,3,17,1.1,14
22343658,"+Williamsburg Private Bedroom, Private backyard!",2772294,Brooklyn,Williamsburg,40.71136,-73.94527,Private room,55,14,5,0.27,90
22343961,✪Modern house @ Williamsburg | 15min to Manhattan✪,122177964,Brooklyn,Williamsburg,40.70192,-73.94169,Entire home/apt,250,1,95,5.04,79
22352661,Modern 1 Bedroom in East Williamsburg,11742675,Brooklyn,Williamsburg,40.7078,-73.94619,Entire home/apt,135,1,24,1.42,36
22357450,Stunning & spacious loft in the heart of W.berg,137822449,Brooklyn,Williamsburg,40.71845,-73.95533,Entire home/apt,179,2,13,0.71,35
22361893,Studio apartment -PRIVATE,163518918,Brooklyn,Williamsburg,40.70803,-73.94255,Entire home/apt,118,3,3,1.32,249
22376093,Private Cozy Rustic Escape in Williamsburg,24273714,Brooklyn,Williamsburg,40.71339,-73.93896,Entire home/apt,160,2,34,1.84,272
22382863,Williamsburg Luxury Private 1bed1bath.,66837596,Brooklyn,Williamsburg,40.71908,-73.96442,Private room,140,3,19,1.03,79
22411635,"Your insanely quiet, achingly cute, chillspot",11200970,Brooklyn,Williamsburg,40.71233,-73.94118,Private room,80,1,31,1.67,13
22446479,"•COZY APARTMENT IN BEDFORD AREA, 5 MINS MANHATTAN•",128793815,Brooklyn,Williamsburg,40.72064,-73.96022,Private room,50,2,55,2.97,281
22522733,Like your Private (artist / railroad) Apartment,165360098,Brooklyn,Williamsburg,40.71868,-73.95917,Private room,80,3,1,1.0,84
22531866,FULL VIEW NYC Room in Williamsburg & Giant Terrace,357117,Brooklyn,Williamsburg,40.71914,-73.96237,Private room,44,6,4,0.23,5
22571028,Apt. 2nd Floor (A)   2/4 Guest,87073749,Brooklyn,Williamsburg,40.70982,-73.95609,Entire home/apt,125,2,80,4.44,74
22572314,"Perfect location, gorgeous private building",3942655,Brooklyn,Williamsburg,40.71614,-73.94456,Entire home/apt,105,5,8,0.53,8
22587700,Private Bedroom in Cozy Williamsburg Apartment!,187912,Brooklyn,Williamsburg,40.71708,-73.96605,Private room,100,1,35,2.04,17
22588755,Amazing Room w/Workspace - Williamsburg,53821850,Brooklyn,Williamsburg,40.70699,-73.94604,Private room,80,1,62,4.83,58
22670614,Williamsburg Bedroom Available,22130449,Brooklyn,Williamsburg,40.71082,-73.95729,Private room,70,2,11,0.67,3
22712478,"Private, Comfy Town Home - Heart of Williamsburg",10545382,Brooklyn,Williamsburg,40.7169,-73.96493,Private room,138,1,75,4.59,81
22732004,Williamsburg BK | Private Guest Suite,3490389,Brooklyn,Williamsburg,40.71589,-73.94288,Private room,100,3,19,1.35,172
22733533,Duplex w Rooftop Patio,167818456,Brooklyn,Williamsburg,40.71297,-73.95657,Entire home/apt,345,2,47,3.24,146
22866619,Cozy and Luxurious Artist Retreat in Williamsburg,6513281,Brooklyn,Williamsburg,40.71174,-73.94956,Entire home/apt,249,2,54,3.17,154
22881127,Dreamy Sunny Apt in Central Williamsburg,90685499,Brooklyn,Williamsburg,40.71126,-73.96009,Entire home/apt,195,6,6,0.4,14
22936827,Charming Williamsburg Bedroom,169721146,Brooklyn,Williamsburg,40.70856,-73.94281,Private room,65,2,74,4.3,28
22958680,Cosy one-bedroom nest in the heart of Williamsburg,170092307,Brooklyn,Williamsburg,40.7141,-73.96194,Entire home/apt,128,5,56,3.32,18
22997928,Amazing 1Br Apt in luxury building in williamsburg,170574337,Brooklyn,Williamsburg,40.71691,-73.96302,Entire home/apt,200,3,19,1.1,4
23027004,Cozy Private 3 Bedroom Garden Apt in Williamsburg,162432541,Brooklyn,Williamsburg,40.7117,-73.9624,Entire home/apt,200,3,40,2.3,279
23042836,Williamsburg Studio Apartment,171001581,Brooklyn,Williamsburg,40.71181,-73.96383,Entire home/apt,104,1,27,1.67,84
23054855,Modern sun-filled 1 bed oasis- Graham Ave L train,7216788,Brooklyn,Williamsburg,40.71563,-73.9398,Entire home/apt,140,2,18,1.07,36
23071774,Sunny Private Room in Trendy Williamsburg,93263,Brooklyn,Williamsburg,40.71043,-73.95575,Private room,94,2,52,3.26,126
23072853,My Williamsburg Place,87830046,Brooklyn,Williamsburg,40.71276,-73.95897,Entire home/apt,250,3,41,2.94,235
23088947,Ideal Williamsburg #3 - Lorimer L train!,46660053,Brooklyn,Williamsburg,40.71371,-73.95189,Private room,40,4,5,0.38,61
23108652,"Big, Private, Hip 2BR in Williamsburg w/Terrace",7460552,Brooklyn,Williamsburg,40.71147,-73.96,Entire home/apt,325,2,7,0.61,96
23219659,Luxury Garden Escape in Trendy Williamsburg 1 BR,172713193,Brooklyn,Williamsburg,40.70757,-73.95387,Entire home/apt,150,4,82,4.86,331
23251775,1 BR Flat in Williamsburg (3 blocks from  Bedford),9837019,Brooklyn,Williamsburg,40.71399,-73.95363,Entire home/apt,120,2,45,2.79,19
23255800,Tropical New Yorker with Backyard,19631496,Brooklyn,Williamsburg,40.70794,-73.94532,Entire home/apt,130,5,61,3.84,185
23271535,Brooklyn Studio; Williamsburg to Manhattan - 10min,122726779,Brooklyn,Williamsburg,40.71097,-73.9533,Entire home/apt,175,2,92,5.47,96
23289674,WILLIAMSBURG PRIME BROOKLYN PRIVATE APT NEAR WATER,29219991,Brooklyn,Williamsburg,40.71703,-73.96509,Entire home/apt,125,31,11,1.29,190
23290010,Sunny Williamsburg Apt (1 month min stay),1539109,Brooklyn,Williamsburg,40.71225,-73.95757,Private room,68,28,5,0.53,258
23293946,Williamsburg Loft with Garden,3402155,Brooklyn,Williamsburg,40.7186,-73.95997,Entire home/apt,160,2,9,0.56,157
23337201,Cozy E. Williamsburg 3-bedroom apt! (Bedroom 2),60521448,Brooklyn,Williamsburg,40.70742,-73.93754,Private room,59,5,1,0.1,48
23354284,It's Always Sunny in Williamsburg (2)!,3074904,Brooklyn,Williamsburg,40.71474,-73.95476,Private room,88,1,58,3.55,50
23438247,Modern Brooklyn Duplex with Private Rooftop,174838471,Brooklyn,Williamsburg,40.70488,-73.94101,Private room,96,3,38,2.31,25
23480510,"Bright, spacious, ensuite bedroom in Williamsburg",39607598,Brooklyn,Williamsburg,40.71779,-73.94632,Private room,101,1,5,0.34,90
23504940,Cozy BK Bungalow,153189324,Brooklyn,Williamsburg,40.71436,-73.93949,Private room,90,2,16,1.0,20
23508567,Cozy Home in Brooklyn Prime Location,13956097,Brooklyn,Williamsburg,40.71515,-73.95252,Private room,70,3,2,0.32,223
23559016,Lovely room in heart of Williamsburg,173021064,Brooklyn,Williamsburg,40.71081,-73.94965,Private room,75,2,2,0.13,7
23573383,Sunny Williamsburg Home,3074904,Brooklyn,Williamsburg,40.71452,-73.95451,Entire home/apt,285,1,5,0.39,3
23632853,Entire sunny 2-floor loft in East Williamsburg,6023250,Brooklyn,Williamsburg,40.70984,-73.9433,Entire home/apt,175,2,4,0.45,27
23694603,"Lovely, sunny apt in Williamsburg close to L",1006421,Brooklyn,Williamsburg,40.71432,-73.94751,Entire home/apt,120,14,2,0.16,177
23729632,"Sunny, clean & cozy room in Williamsburg",142248429,Brooklyn,Williamsburg,40.71166,-73.95955,Private room,75,6,25,1.79,84
23746579,"Spacious,sunny, artistic loft by the L train",124357,Brooklyn,Williamsburg,40.71603,-73.95432,Entire home/apt,300,1,70,4.63,1
23772767,First floor #6,151084261,Brooklyn,Williamsburg,40.71865,-73.94951,Private room,125,30,13,0.86,255
23803334,Cozy private room in the Heart of Williamsurg!,16158622,Brooklyn,Williamsburg,40.71725,-73.95704,Private room,86,2,34,2.34,156
23820909,Charming Bright Apartment Minutes From Manhattan,178636681,Brooklyn,Williamsburg,40.71097,-73.95895,Entire home/apt,110,3,11,1.05,90
23821848,"Bright, super spacious 1.5 bedroom apt",14934881,Brooklyn,Williamsburg,40.72156,-73.96043,Entire home/apt,280,6,6,0.39,11
