id,name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365
6195564,Beautiful Room near L train,14600914,Brooklyn,Williamsburg,40.71371,-73.95433,Private room,85,1,118,2.38,327
6198343,Calm airy top floor W'burgh 1.5 bed,1245722,Brooklyn,Williamsburg,40.71776,-73.94538,Entire home/apt,200,3,30,0.65,364
6215083,Comfy Space in Williamsburg!,26811311,Brooklyn,Williamsburg,40.70431,-73.94528,Shared room,62,2,45,0.9,325
6225974,Central Williamsburg Room,909577,Brooklyn,Williamsburg,40.714,-73.96253,Private room,71,2,162,3.18,332
6242355,Great Loft in Williamsburg-Brooklyn,32405588,Brooklyn,Williamsburg,40.71046,-73.96054,Entire home/apt,184,10,1,0.03,6
6253399,A Perfect Stay,32482524,Brooklyn,Williamsburg,40.71494,-73.95472,Private room,115,3,40,2.8,18
6261890,Williamsburg Penthouse with Stunning Views,32537024,Brooklyn,Williamsburg,40.71234,-73.94085,Entire home/apt,100,30,63,1.25,321
6269517,Tailored Studio in Williamsburg BK,9524360,Brooklyn,Williamsburg,40.7137,-73.93734,Entire home/apt,150,3,139,2.74,238
6274181,"Large, Bright & Airy 2BR Loft in ❤️of Williamsburg",32608639,Brooklyn,Williamsburg,40.71544,-73.95552,Entire home/apt,225,3,24,0.47,17
6336834,SPACIOUS WILLIAMSBURG DESTINATION,32991339,Brooklyn,Williamsburg,40.70841,-73.95497,Private room,84,2,190,3.82,254
6401500,"Wburg Penthouse, Private elevator, balcony, roof",5463220,Brooklyn,Williamsburg,40.71258,-73.95556,Entire home/apt,201,2,175,3.53,68
6421799,relaxed and simple in Williamsburg,3011903,Brooklyn,Williamsburg,40.7105,-73.9451,Private room,99,4,58,1.25,307
6445173,Luxury Williamsburg Duplex w/ Yard!,5622480,Brooklyn,Williamsburg,40.71106,-73.94918,Entire home/apt,250,2,176,3.51,275
6450408,3 Bedroom Apt in Williamsburg w Private Rooftop,640117,Brooklyn,Williamsburg,40.71408,-73.95708,Entire home/apt,320,4,56,1.13,141
6467744,Cozy Williamsburg Brooklyn Space,645887,Brooklyn,Williamsburg,40.71323,-73.94699,Entire home/apt,110,3,137,3.51,154
6480490,Wburg 1 bedroom - Spacious & Sunny,1871609,Brooklyn,Williamsburg,40.72008,-73.94464,Entire home/apt,105,5,33,0.66,8
6559453,Private Rm–Industrial Loft–Bushwick,34306160,Brooklyn,Williamsburg,40.70306,-73.93629,Private room,60,4,87,1.75,96
6571039,WoodyAllen FilmSet-Like Digs (Apt),1808103,Brooklyn,Williamsburg,40.70723,-73.95515,Entire home/apt,90,2,85,1.99,4
6572344,WoodyAllen FilmSet-Like Digs (Room),1808103,Brooklyn,Williamsburg,40.70664,-73.95399,Private room,49,3,13,0.26,181
6574595,Two Adjoined Rooms Williamsburg,909577,Brooklyn,Williamsburg,40.71329,-73.96232,Private room,199,1,2,0.06,346
6601194,Modern prime location in Williamsburg,7155363,Brooklyn,Williamsburg,40.71198,-73.96114,Private room,80,2,12,0.38,356
6625406,1 Bedroom in Williamsburg!,23527094,Brooklyn,Williamsburg,40.71187,-73.96342,Private room,85,1,11,0.33,154
6628493,Large Williamsburg (Brooklyn) Room,20587549,Brooklyn,Williamsburg,40.70784,-73.94698,Private room,90,2,15,0.41,188
6660046,Bespoke Williamsburg Row House,1761447,Brooklyn,Williamsburg,40.7123,-73.95401,Entire home/apt,177,3,78,1.68,177
6732446,Sunny & Happy Room in Williamsburg,5532810,Brooklyn,Williamsburg,40.71676,-73.9439,Private room,70,2,99,2.02,37
6748711,Awesomely Sunny 1 Bedroom w Balcony,3900093,Brooklyn,Williamsburg,40.71054,-73.95669,Entire home/apt,180,3,35,0.71,18
6750443,Stunning & Comfortable Home in Williamsburg,35288455,Brooklyn,Williamsburg,40.71154,-73.96424,Entire home/apt,147,3,55,1.29,5
6761985,Williamsburg Sunlit Sanctuary.,2521069,Brooklyn,Williamsburg,40.71374,-73.9627,Entire home/apt,160,3,27,0.55,193
6798068,SUNNY 2 BEDROOM IN WILLIAMSBURGGGGG,1320538,Brooklyn,Williamsburg,40.70995,-73.96609,Entire home/apt,102,10,8,0.2,277
6846956,"ONE-OF-A-KIND, EXPOSED-BRICK, 2-BR LOFT w/ VIEWS",2558534,Brooklyn,Williamsburg,40.71571,-73.96556,Entire home/apt,85,3,93,1.9,13
6853761,Prime Williamsburg sanctuary,946943,Brooklyn,Williamsburg,40.71238,-73.94776,Entire home/apt,125,4,148,3.01,11
6866040,Pretty Artists Apt Private BR in Williamsburg,844227,Brooklyn,Williamsburg,40.71117,-73.95292,Private room,74,3,9,0.66,18
6897911,Chic and Cozy Heart of Williamsburg,72773,Brooklyn,Williamsburg,40.72004,-73.95615,Private room,100,3,51,1.07,345
6921004,Stunning room factory building apt,1544412,Brooklyn,Williamsburg,40.71761,-73.9641,Private room,90,5,18,0.4,37
6994064,The Most Efficient Efficiency Ever,35928174,Brooklyn,Williamsburg,40.70458,-73.94095,Entire home/apt,110,2,15,0.31,12
7019122,Giant Sunny East Williamsburg LOFT!,1733462,Brooklyn,Williamsburg,40.71351,-73.92999,Entire home/apt,160,4,40,0.83,138
7020266,Private room in sunny apt.,3524653,Brooklyn,Williamsburg,40.71688,-73.94162,Private room,90,2,18,0.37,280
7047329,Adorable One-Bed in Williamsburg!,36956206,Brooklyn,Williamsburg,40.71687,-73.94656,Entire home/apt,140,1,66,1.35,5
7053815,HUGE Entire Flr. Private Entry/Bath,18600674,Brooklyn,Williamsburg,40.71805,-73.93973,Private room,103,100,128,2.63,358
7073436,Williamsburg Private Retreat_NYC,2141626,Brooklyn,Williamsburg,40.71067,-73.95419,Private room,109,2,118,2.54,14
7112684,Sunny & Clean Apt  ideal location E.Williamsburg!,26998839,Brooklyn,Williamsburg,40.70684,-73.93854,Entire home/apt,90,7,6,0.15,302
7113393,King size Bed/room in 2 Bed Apt in E.Williamsburg,26998839,Brooklyn,Williamsburg,40.70675,-73.93909,Private room,85,11,7,0.14,316
7202612,"Queen Bed, Quiet Room, Prime Williamsburg!",7252535,Brooklyn,Williamsburg,40.71279,-73.96037,Private room,90,2,262,5.41,226
7238041,Williamsburg bliss,8438140,Brooklyn,Williamsburg,40.71335,-73.93957,Entire home/apt,159,3,14,0.3,31
7258864,No better location in Williamsburg!,2662538,Brooklyn,Williamsburg,40.71563,-73.95737,Private room,84,1,204,4.24,319
7286166,Private room & bath in modern apt,5369287,Brooklyn,Williamsburg,40.70995,-73.96722,Private room,130,1,13,0.28,188
7391230,Cosy bedroom in Williamsburg,1173652,Brooklyn,Williamsburg,40.71058,-73.9672,Private room,80,2,74,1.64,210
7411421,Hip & Trendy Williamsburg 2 BR 2BA Apartment,3750905,Brooklyn,Williamsburg,40.71303,-73.9558,Entire home/apt,109,2,28,0.61,170
7454426,Private room in WILLIAMSBURG LOFT,38944275,Brooklyn,Williamsburg,40.7138,-73.96798,Private room,100,1,12,0.26,89
7460924,Experience Brooklyn,14925591,Brooklyn,Williamsburg,40.70275,-73.93445,Entire home/apt,150,1,191,3.97,290
7471933,Brooklyn corner loft! Great views+elevator✌️,34315772,Brooklyn,Williamsburg,40.70414,-73.93408,Entire home/apt,360,6,34,0.72,76
7646751,Great Room in Williamsburg Brooklyn,40027302,Brooklyn,Williamsburg,40.72002,-73.96028,Private room,70,3,90,1.89,323
7692870,Privacy in Unique  Shipping Container Home,3587751,Brooklyn,Williamsburg,40.70841,-73.9539,Private room,120,1,205,4.39,349
7800079,Great space with artist's studio and garden,5134018,Brooklyn,Williamsburg,40.70694,-73.93246,Entire home/apt,100,14,10,0.24,249
7800905,Sunlit oasis in WILLIAMSBURG BK,41059169,Brooklyn,Williamsburg,40.71003,-73.96097,Private room,116,2,17,0.37,329
7804337,Williamsburg Studio Apartment,41079797,Brooklyn,Williamsburg,40.71158,-73.94653,Entire home/apt,94,1,28,0.62,274
7823546,Cozy 1 bdrm in a 2 Bdr apt. Great location.,39148503,Brooklyn,Williamsburg,40.70866,-73.94122,Private room,70,4,7,0.21,364
7843320,Bright Airy 1 Bed in Williamsburg,328951,Brooklyn,Williamsburg,40.70955,-73.95678,Entire home/apt,150,1,20,1.44,35
7851219,- A - Cozy Secure Private Room  in a Shared Loft,31304940,Brooklyn,Williamsburg,40.71631,-73.96353,Private room,60,2,121,2.55,69
7854307,- H - Cozy Secure Private Room in a Shared Loft,31304940,Brooklyn,Williamsburg,40.71692,-73.96353,Private room,60,2,97,2.07,83
7858673,- I - Cozy Secure Private Room in a Shared Loft,31304940,Brooklyn,Williamsburg,40.71767,-73.96252,Private room,60,2,92,1.94,87
7870258,- C - Cozy Secure Private Room in a Shared Loft,31304940,Brooklyn,Williamsburg,40.71755,-73.96419,Private room,60,2,99,2.1,77
7873655,- G - Cozy Secure Private Room in a Shared Loft,31304940,Brooklyn,Williamsburg,40.71714,-73.96234,Private room,60,2,107,2.26,84
7886635,- E - Cozy Secure Private Room in a Shared Loft,31304940,Brooklyn,Williamsburg,40.71636,-73.96246,Private room,60,2,97,2.13,122
7901635,- F - Cozy Secure Private Room in a Shared Loft,31304940,Brooklyn,Williamsburg,40.71544,-73.96211,Private room,60,2,99,2.1,100
7929441,Beautiful Loft w/ Waterfront View!,1453898,Brooklyn,Williamsburg,40.71268,-73.96676,Private room,105,2,232,5.0,64
7983640,Great Loft Steps From All Williamsburg Hotels,13037911,Brooklyn,Williamsburg,40.72124,-73.95847,Entire home/apt,250,1,54,1.15,365
7987212,Large Private Bedroom in Williamsburg,30487854,Brooklyn,Williamsburg,40.71067,-73.96005,Private room,68,5,14,0.3,10
7995140,Loft with garden  - Williamsburg,3318161,Brooklyn,Williamsburg,40.71212,-73.95888,Entire home/apt,170,3,36,0.77,1
8044856,Williamsburg/Billburg/The Burg,42404417,Brooklyn,Williamsburg,40.71848,-73.95834,Entire home/apt,135,4,54,1.17,158
8054523,1BR in Prime spot Cozy Stylish Williamsburg Apt,965061,Brooklyn,Williamsburg,40.71278,-73.96471,Private room,130,3,7,0.15,278
8063277,"Spacious 2 br in Williamsburg, BK",4671519,Brooklyn,Williamsburg,40.71549,-73.94712,Entire home/apt,155,31,8,0.17,331
8068363,Big Bedroom with Private Bathroom,1433657,Brooklyn,Williamsburg,40.7079,-73.95598,Private room,89,2,86,1.9,307
8107212,Large Private Room in Williamsburg,19668001,Brooklyn,Williamsburg,40.71061,-73.94971,Private room,70,1,40,0.87,125
8126777,Sunlit Oasis in WILLIAMSBURG BK (2 Bedrooms),41059169,Brooklyn,Williamsburg,40.7124,-73.96314,Entire home/apt,90,3,17,0.36,77
8192443,- J - Cozy Secure Private Room in a Shared Loft,31304940,Brooklyn,Williamsburg,40.71596,-73.96215,Private room,60,2,106,2.29,104
8252369,Cute Sunny Loft Space Williamsburg,10276104,Brooklyn,Williamsburg,40.71219,-73.95623,Private room,85,2,71,1.53,151
8281889,"Williamsburg, Brooklyn space",43669213,Brooklyn,Williamsburg,40.70309,-73.94788,Private room,150,1,4,0.09,363
8364979,Modern • Sleek • Brooklyn,8489997,Brooklyn,Williamsburg,40.71111,-73.95141,Entire home/apt,200,10,27,0.59,280
8414314,Huge Space in Williamsburg BK,44322686,Brooklyn,Williamsburg,40.71193,-73.94266,Private room,65,1,9,0.19,35
8472069,Cute & Comfy Williamsburg Refuge,3826160,Brooklyn,Williamsburg,40.71032,-73.9517,Private room,80,1,215,4.68,232
8589444,Large Sunny Williamsburg Apt Near L Train #1,45204053,Brooklyn,Williamsburg,40.71681,-73.9408,Private room,70,5,22,0.48,359
8662997,2 BEDROOM IN WILLIAMSBURG MINUTES FROM MANHATTAN,45468039,Brooklyn,Williamsburg,40.71871,-73.95862,Entire home/apt,285,2,53,1.2,13
8735399,Spacious + Cozy Loft in Williamsburg,22171747,Brooklyn,Williamsburg,40.71104,-73.96113,Entire home/apt,175,5,10,0.23,32
8763502,Stay here and love Williamsburg!!,45955013,Brooklyn,Williamsburg,40.70894,-73.94554,Entire home/apt,150,2,198,4.48,92
8776479,East Williamsburg / Bushwick loft,8822845,Brooklyn,Williamsburg,40.70353,-73.93482,Entire home/apt,140,7,16,0.49,1
8814936,"Lovely Home, Heart of Williamsburg!",4185064,Brooklyn,Williamsburg,40.71554,-73.96246,Entire home/apt,325,1,264,5.85,47
8905651,Cozy room in E.Williamsburg + Rooftop & Backyard,3989837,Brooklyn,Williamsburg,40.7074,-73.94063,Private room,59,3,59,1.3,119
8907184,Williamsburg 3 Bedroom Loft,9012184,Brooklyn,Williamsburg,40.72227,-73.95788,Entire home/apt,259,2,222,4.9,250
8937816,L-Train -  3BR Duplex in Brooklyn,3538412,Brooklyn,Williamsburg,40.70573,-73.92887,Entire home/apt,195,4,85,1.93,63
9150194,Sunny Private Room nr 4 Train Lines,22489244,Brooklyn,Williamsburg,40.7048,-73.94294,Private room,79,2,78,1.91,58
9152795,Studio Bedroom Apt in Williamsburg,1443812,Brooklyn,Williamsburg,40.71083,-73.96401,Entire home/apt,120,3,184,4.1,262
9215307,Beautiful Room: Charming Apt Central Williamsburg,3311487,Brooklyn,Williamsburg,40.71292,-73.96215,Private room,90,1,46,1.04,16
9253827,Close to train - Williamsburg Garden Apartment,48078451,Brooklyn,Williamsburg,40.71673,-73.94193,Entire home/apt,125,3,93,2.69,23
9331114,Bright One Bedroom in Williamsburg,1698259,Brooklyn,Williamsburg,40.71108,-73.94799,Entire home/apt,140,7,31,0.72,209
9331413,Beautiful Apartment in Center of Williamsburg,17433287,Brooklyn,Williamsburg,40.71786,-73.95588,Entire home/apt,181,4,4,0.09,188
9348111,Charming 2BR Apartment: Central Williamsburg,3311487,Brooklyn,Williamsburg,40.71294,-73.96224,Entire home/apt,161,2,21,0.48,2
9381657,Sunny room in great location,822839,Brooklyn,Williamsburg,40.70704,-73.95522,Private room,70,2,47,1.1,54
9408123,Beautiful Loft - Willimsbrg Bedford,31368679,Brooklyn,Williamsburg,40.71914,-73.95709,Entire home/apt,280,1,13,0.3,363
9410042,Modern Southwestern Retreat- Spacious 1 Bed,2370614,Brooklyn,Williamsburg,40.71133,-73.96924,Entire home/apt,308,2,22,0.55,109
9425357,Large bedroom available in 2-bedroom apt.,31985378,Brooklyn,Williamsburg,40.7158,-73.95587,Private room,90,2,3,0.48,6
9431085,Hi! Stylish Spotless 2Bdr w Terrace,1601345,Brooklyn,Williamsburg,40.71409,-73.96359,Entire home/apt,289,3,128,2.89,92
9433088,Relaxing Retreat in Williamsburg,34236533,Brooklyn,Williamsburg,40.70851,-73.94244,Private room,130,5,102,2.48,288
9461236,Artist & art filled apartment in williamsbourg,29408743,Brooklyn,Williamsburg,40.7121,-73.96101,Entire home/apt,145,10,18,0.43,157
9511490,Williamsburg Secret Treasure with deck,240471,Brooklyn,Williamsburg,40.70766,-73.94739,Private room,60,3,6,0.14,188
9516142,In the Heart of Williamsburg,42597922,Brooklyn,Williamsburg,40.71171,-73.95704,Entire home/apt,149,1,87,1.99,151
9529493,Large hip open-space loft,1461344,Brooklyn,Williamsburg,40.71218,-73.95766,Entire home/apt,245,3,20,0.46,128
9546039,Found a tree I like so built a nest,49435973,Brooklyn,Williamsburg,40.70665,-73.93529,Entire home/apt,218,3,102,2.46,171
9564986,Super Cozy Room in Floor Through Apartment,5532810,Brooklyn,Williamsburg,40.71731,-73.943,Private room,50,2,42,1.33,244
9571665,Brightly Tucked into Williamsburg,1401835,Brooklyn,Williamsburg,40.71032,-73.95482,Private room,75,3,17,0.49,355
9574953,Beautiful 2BR Apt in Williamsburg,4025647,Brooklyn,Williamsburg,40.71259,-73.96037,Entire home/apt,200,7,3,0.08,216
9602518,Beautifully Private Brooklyn Apt,11491789,Brooklyn,Williamsburg,40.70721,-73.93957,Entire home/apt,190,4,64,1.54,159
9696139,BK Oasis- Private 1BD in Heart of Williamsburg,2024620,Brooklyn,Williamsburg,40.71753,-73.95742,Entire home/apt,350,2,9,0.27,130
9707735,Entire 2 BR Williamsburg Apt (parking/near train),15647614,Brooklyn,Williamsburg,40.7162,-73.95384,Entire home/apt,175,1,11,0.36,37
9740010,PRIVATE STUDIO: L TRAIN WATERFRONT,389899,Brooklyn,Williamsburg,40.7179,-73.95938,Entire home/apt,146,28,208,4.8,200
9758041,Spacious Williamsburg Beauty,50323495,Brooklyn,Williamsburg,40.70357,-73.9474,Entire home/apt,130,4,52,1.2,321
9767424,Brooklyn's Finest - ML,50364039,Brooklyn,Williamsburg,40.71602,-73.96248,Entire home/apt,130,2,67,1.57,252
9777504,Industrial Williamsburg Loft with Awesome Rooftop!,9424650,Brooklyn,Williamsburg,40.71761,-73.95423,Entire home/apt,325,3,74,1.73,179
9844805,Bespoke 2 Building Garden Apartment,1761447,Brooklyn,Williamsburg,40.71032,-73.95345,Entire home/apt,290,6,1,0.04,95
9857967,Big Private Bedroom,1433657,Brooklyn,Williamsburg,40.70888,-73.95622,Private room,85,2,37,0.95,334
9867629,Spacious Apt in East Williamsburg,8013847,Brooklyn,Williamsburg,40.70774,-73.94139,Entire home/apt,170,2,17,0.44,270
9876971,"❤️ of Wburg, 2.5 Rms, Sep Entrances",1869332,Brooklyn,Williamsburg,40.71947,-73.95677,Entire home/apt,219,30,3,0.09,36
9883768,Best location in Williamsburg!,21966105,Brooklyn,Williamsburg,40.72049,-73.95894,Private room,90,6,2,0.16,331
9911887,Bright Loft in Heart of Williamsbug,1999466,Brooklyn,Williamsburg,40.71432,-73.94615,Entire home/apt,220,2,25,0.65,5
9923485,Quiet Brooklyn Apartment,5879729,Brooklyn,Williamsburg,40.7138,-73.94581,Entire home/apt,74,1,1,0.02,27
9925507,The Fig: Brooklyn's TinyHome Cabin in Williamsburg,2955215,Brooklyn,Williamsburg,40.71255,-73.94881,Entire home/apt,40,1,95,2.24,7
9928031,Minimalist Room in Hip Williamsburg,22553147,Brooklyn,Williamsburg,40.71081,-73.94061,Private room,65,2,15,5.62,155
9934696,Super cozy Chic - Brooklyn - Williamsburg,51006349,Brooklyn,Williamsburg,40.71269,-73.94979,Entire home/apt,175,2,16,0.37,364
9945515,Sunny and Cozy  Private Room by L train,8515724,Brooklyn,Williamsburg,40.70896,-73.94129,Private room,102,1,30,0.7,10
9990560,Loft Room in East Williamburg,8013847,Brooklyn,Williamsburg,40.70852,-73.94387,Private room,90,2,45,1.15,245
9994765,Room In Williamsburg LOFT,35082637,Brooklyn,Williamsburg,40.71841,-73.96389,Private room,105,5,7,0.16,212
10018549,Private room in gorgeous 2 floor Williamsburg apt,1909320,Brooklyn,Williamsburg,40.7167,-73.96327,Private room,89,1,96,2.24,237
10070145,Massive apt in prime Williamsburg,8820573,Brooklyn,Williamsburg,40.714,-73.96395,Entire home/apt,175,3,105,2.45,104
10083682,Beautiful Bedford apartment,51742426,Brooklyn,Williamsburg,40.71193,-73.96383,Entire home/apt,190,4,63,1.58,257
10096788,The Red Door,51813748,Brooklyn,Williamsburg,40.71936,-73.94225,Entire home/apt,185,4,77,1.8,25
10125955,Beautiful huge Williamsburg room with private bath,18139498,Brooklyn,Williamsburg,40.70987,-73.95392,Private room,95,4,16,0.46,10
10232553,"PRIVATE BEDROOM,PRIVATE BATH,PRIVATE LIVING ROOM !",389899,Brooklyn,Williamsburg,40.71742,-73.95847,Entire home/apt,165,1,58,1.36,287
10242095,Huge Room w/ Amazing Queen Bed in S. Williamsburg!,4209540,Brooklyn,Williamsburg,40.70154,-73.94759,Private room,55,3,26,0.68,1
10246056,Williamsburg Renovated Vintage 3BR,52663715,Brooklyn,Williamsburg,40.7126,-73.94668,Entire home/apt,255,3,97,2.37,230
10413474,Beautiful 2 bed Artists Loft - Williamsburg,53627366,Brooklyn,Williamsburg,40.71156,-73.96343,Entire home/apt,319,3,75,1.84,112
10429566,Gorgeous Apartment on Prime waterfront location,52616278,Brooklyn,Williamsburg,40.71966,-73.96265,Entire home/apt,165,30,14,0.36,330
10435733,Cute Spacious Williamsburg Apt,5927655,Brooklyn,Williamsburg,40.71892,-73.95616,Private room,115,3,27,0.69,56
10450820,Beautiful bright huge pre-war in Williamsburg,1918272,Brooklyn,Williamsburg,40.71419,-73.94368,Entire home/apt,160,5,1,0.16,305
10488146,Large Sunny Private Room w/Balcony & Roof,2355573,Brooklyn,Williamsburg,40.71957,-73.94199,Private room,80,5,81,1.96,308
10525911,Big Bright Quiet Williamsburg Townhouse Family Apt,41177070,Brooklyn,Williamsburg,40.71402,-73.94432,Entire home/apt,245,3,16,0.4,66
10545815,Whole Apt. in East Williamsburg,4148248,Brooklyn,Williamsburg,40.70687,-73.93981,Entire home/apt,125,4,138,3.5,37
10585031,Luxury affordable in Williamsburg!,48988714,Brooklyn,Williamsburg,40.71362,-73.95617,Entire home/apt,360,1,4,0.18,201
10666314,2 bedroom apartment in Bushwick,9466826,Brooklyn,Williamsburg,40.70788,-73.93889,Entire home/apt,117,10,3,0.43,1
10725897,"Sunny, Arty East Williamsburg Loft",55433649,Brooklyn,Williamsburg,40.71504,-73.93613,Private room,45,1,169,4.11,134
10882066,Romantic Williamsburg Apartment,14585417,Brooklyn,Williamsburg,40.71319,-73.95669,Entire home/apt,185,2,122,3.12,105
11068607,"Cityview in E Williamsburg/Bushwick ""Great Place""",57452929,Brooklyn,Williamsburg,40.70673,-73.92695,Private room,79,2,134,3.26,2
11164714,Brooklyn Factory Loft,58076069,Brooklyn,Williamsburg,40.71617,-73.95379,Entire home/apt,350,5,54,1.38,274
11227558,Amazing Two-Floor Artist Loft!,58514808,Brooklyn,Williamsburg,40.71319,-73.95807,Entire home/apt,171,1,201,4.87,293
11337187,"Cute, cozy, hip Williamsburg nest",22570120,Brooklyn,Williamsburg,40.70969,-73.9592,Entire home/apt,95,30,10,0.3,27
11339109,Sunny Artist PH - Williamsburg  w/PrivateTerrace,58179165,Brooklyn,Williamsburg,40.71175,-73.96728,Entire home/apt,225,1,6,0.28,89
11356941,Sleek Modern Loft w/ Balcony,7194539,Brooklyn,Williamsburg,40.717,-73.9565,Entire home/apt,349,2,42,1.07,337
11419512,Brand New Building/Apt - Great Area,59913399,Brooklyn,Williamsburg,40.71016,-73.96076,Private room,60,3,8,0.36,3
11591364,"Heart of Williamsburg, Floor thru!",2487433,Brooklyn,Williamsburg,40.71826,-73.95795,Entire home/apt,95,30,11,0.28,32
11604885,LARGE Loft,28369674,Brooklyn,Williamsburg,40.70357,-73.93444,Private room,69,3,66,1.9,91
11649232,Modern Garden View Apartment,2483628,Brooklyn,Williamsburg,40.713,-73.9653,Entire home/apt,200,4,50,1.24,50
11656396,Designer Williamsburg Apt with Terrace,6392776,Brooklyn,Williamsburg,40.71762,-73.94354,Entire home/apt,190,2,181,4.51,229
11659296,Apartment in Williamsburg - Long term lease,49572092,Brooklyn,Williamsburg,40.71976,-73.94234,Entire home/apt,105,180,10,0.25,1
11693193,*CoZy Private Williamsburg Home*,62130666,Brooklyn,Williamsburg,40.70998,-73.94854,Entire home/apt,225,2,110,2.74,124
11714323,100% 5★ Reviews - Big 2-Bed 2-Bath – Central Wburg,10078038,Brooklyn,Williamsburg,40.71765,-73.95189,Entire home/apt,300,5,46,1.18,29
11740163,Modern 1 Bdrm Apt off Bedford Ave,1709729,Brooklyn,Williamsburg,40.72138,-73.95757,Entire home/apt,200,30,45,1.27,310
11850900,"STYLISH SPACIOUS WILLIAMSBURG  LOFT APT, SLEEPS 4.",63157598,Brooklyn,Williamsburg,40.70807,-73.94007,Entire home/apt,175,4,6,0.16,157
12037967,Nice Big Room With Backyard.,7913863,Brooklyn,Williamsburg,40.70766,-73.95216,Private room,59,2,138,3.63,268
12092403,Holiday in 2br2ba Williamsburg Apt!,1909320,Brooklyn,Williamsburg,40.71697,-73.96204,Entire home/apt,200,1,16,0.41,239
12148081,"Sexy, Cozy, Work, Play Loft for 4",23913300,Brooklyn,Williamsburg,40.71265,-73.96574,Entire home/apt,300,2,33,0.86,76
12225838,Sunny bohemian room heart of williamsburg,62316080,Brooklyn,Williamsburg,40.71394,-73.94995,Private room,84,1,181,4.59,282
12251481,"Large Room in Apt w/ Library, Priv Entrance",17624300,Brooklyn,Williamsburg,40.70244,-73.94421,Private room,44,1,8,0.23,357
12282543,"Top floor skyline view, Bright in Bushwick!",36012265,Brooklyn,Williamsburg,40.70528,-73.92938,Entire home/apt,150,2,11,0.28,330
12283732,"Spacious, Trendy, Convenient! Stay in Bushwick!",36012265,Brooklyn,Williamsburg,40.70454,-73.9299,Entire home/apt,159,2,13,0.34,317
12324757,⚜ Two-Floor Vibrant 2BR Sanctuary with Patio! ⚜,2861820,Brooklyn,Williamsburg,40.71172,-73.9417,Entire home/apt,205,2,7,0.18,4
12333456,"Bright, Airy Wburg 1BR w/ Roof View of NYC Skyline",66566329,Brooklyn,Williamsburg,40.71926,-73.94206,Entire home/apt,199,2,29,0.74,174
12346483,Nice Room in a Sweet Bushwick Apt,42032781,Brooklyn,Williamsburg,40.70496,-73.93024,Private room,45,3,7,0.41,133
12360207,One station from Manhattan Bedford,3922831,Brooklyn,Williamsburg,40.71592,-73.96265,Entire home/apt,170,5,35,0.9,290
12381255,Cozy Bedroom with Balcony in Williamsburg Apt,4249297,Brooklyn,Williamsburg,40.71065,-73.95115,Private room,104,2,19,0.49,249
12381336,Glorious Williamsburg Penthouse,66919869,Brooklyn,Williamsburg,40.71742,-73.95777,Entire home/apt,325,4,12,0.49,6
12387961,BEAUTIFUL 1bd/1bath available in Williamsburg,59742433,Brooklyn,Williamsburg,40.70851,-73.95443,Private room,80,4,2,0.77,66
12485862,Sunny apt w/HUGE terrace & rooftop,33936693,Brooklyn,Williamsburg,40.71173,-73.96646,Entire home/apt,184,4,79,2.21,222
12532453,Spacious Williamsburg Apartment,18004909,Brooklyn,Williamsburg,40.71513,-73.94848,Private room,95,2,1,0.03,9
12553612,Sunny Bedroom w/ Private Bathroom in Williamsburg,24225572,Brooklyn,Williamsburg,40.71353,-73.95261,Private room,90,2,15,1.05,6
12670809,Beautiful apartment in Williamsburg,55121,Brooklyn,Williamsburg,40.71351,-73.9647,Entire home/apt,200,5,10,0.28,117
12698900,Room in the HEART of Williamsburg,8314626,Brooklyn,Williamsburg,40.71694,-73.95628,Private room,89,1,148,3.81,303
12795851,Clean & Spacious Bushwick Loft (front),21467726,Brooklyn,Williamsburg,40.70294,-73.93711,Private room,70,1,10,0.29,281
12810210,Sun Drenched Studio,140226,Brooklyn,Williamsburg,40.71764,-73.95291,Entire home/apt,195,3,23,0.67,225
12872882,HUGE Willamsburg Duplex Loft,4391441,Brooklyn,Williamsburg,40.70678,-73.94918,Entire home/apt,190,2,84,2.19,8
12874666,Holiday in Trendy Williamsburg Apt!,1909320,Brooklyn,Williamsburg,40.7155,-73.96188,Private room,150,1,6,0.16,364
12966504,Lovely Two Bedroom Apt in Prime North Williamsburg,28709982,Brooklyn,Williamsburg,40.71827,-73.95494,Entire home/apt,219,3,51,1.36,71
12969574,Unique artist’s loft-heart of Wburg,160139,Brooklyn,Williamsburg,40.71559,-73.96385,Entire home/apt,220,4,42,1.11,318
13000257,"Charming, bright Williamsburg apt",71665510,Brooklyn,Williamsburg,40.71685,-73.9615,Entire home/apt,200,2,4,0.15,318
13020422,Luxury 1BR Apartment with Washer & Dryer,4909923,Brooklyn,Williamsburg,40.71293,-73.9603,Entire home/apt,195,3,54,1.42,97
13033170,Designer’s Penthouse with Terrace and Skyline View,2637408,Brooklyn,Williamsburg,40.71214,-73.94992,Entire home/apt,175,3,122,3.37,128
13042051,Modern Williamsburg Condo near restaurants + metro,43339525,Brooklyn,Williamsburg,40.7163,-73.94394,Entire home/apt,178,2,22,0.59,3
13070577,"It's ""THAT DREAM HOUSE"" in Williamsburg",32525834,Brooklyn,Williamsburg,40.71968,-73.94368,Entire home/apt,350,3,2,0.14,78
